Age,Gender,Education Level,Marital Status,Tenure,Job Role,Department,Salary,Work Location,Performance Rating,Projects Completed,Training Hours,Promotions,Overtime Hours,Satisfaction Level,Work-Life Balance,Average Monthly Hours Worked,Absenteeism,Distance from Home,Manager Feedback Score,Churn
58,male,high school,married,3,analyst,it,105457,remote,1,40,26,0,11,0.09,good,212,19,21,4.0,0
30,female,bachelor's,divorced,7,analyst,sales,91871,remote,4,12,20,0,11,0.33,good,169,15,8,5.4,0
46,male,high school,single,4,manager,it,57916,remote,3,39,76,0,23,0.25,poor,156,14,11,2.1,0
46,female,bachelor's,married,11,manager,it,32170,on-site,3,27,16,0,39,0.11,poor,293,18,45,8.4,1
54,male,high school,single,8,manager,it,53578,remote,3,36,21,0,3,0.91,good,170,0,42,8.6,0
23,male,bachelor's,married,0,developer,sales,48093,hybrid,1,31,36,0,20,0.61,good,288,1,13,3.2,0
40,female,master's,single,7,manager,sales,89974,on-site,4,1,19,0,2,0.9,poor,260,17,42,4.1,0
41,male,bachelor's,married,5,developer,sales,136498,remote,1,35,63,0,14,0.53,poor,193,8,42,5.2,0
50,female,master's,single,0,sales,sales,43140,remote,2,13,48,0,12,0.91,average,155,12,44,9.2,0
27,female,bachelor's,single,12,analyst,sales,86636,remote,2,25,20,0,38,0.93,poor,172,18,48,9.5,0
38,male,bachelor's,married,1,analyst,hr,92535,on-site,5,1,44,0,39,0.65,good,196,7,48,4.6,0
46,female,bachelor's,married,3,analyst,hr,99568,remote,3,10,10,0,17,0.5,poor,265,17,12,4.0,0
59,male,master's,married,14,developer,it,116160,hybrid,2,8,17,0,0,0.22,average,203,17,35,1.1,0
25,female,high school,married,13,developer,it,135881,remote,2,49,3,0,11,0.91,average,273,7,8,5.5,0
51,female,bachelor's,single,4,analyst,it,96844,on-site,1,35,99,0,9,0.78,average,229,18,49,9.0,0
41,male,bachelor's,divorced,13,analyst,sales,138615,on-site,4,6,39,0,13,0.34,good,239,4,24,7.1,0
24,female,bachelor's,single,0,developer,marketing,40149,on-site,3,34,49,0,49,0.67,average,239,2,39,3.1,0
44,male,bachelor's,single,9,developer,it,86498,remote,3,16,58,1,42,0.61,average,154,18,44,2.0,0
39,female,bachelor's,married,6,developer,sales,35162,remote,5,25,1,1,31,0.11,good,161,19,42,4.4,0
47,female,master's,married,12,sales,hr,104951,on-site,4,28,68,0,4,0.93,average,274,2,16,7.6,0
57,female,master's,single,3,developer,sales,122935,on-site,3,37,50,0,40,0.01,poor,169,10,14,9.5,0
29,female,master's,single,13,analyst,it,59080,on-site,1,32,97,0,11,0.83,poor,199,2,7,4.5,0
38,male,bachelor's,married,13,developer,it,45593,remote,3,10,99,0,47,0.51,good,287,13,1,7.8,0
52,other,bachelor's,married,13,analyst,it,140953,on-site,2,33,70,0,10,0.83,average,210,9,4,5.6,0
58,male,high school,married,0,developer,sales,125733,on-site,3,5,94,0,34,0.56,good,162,3,47,5.8,0
54,female,master's,divorced,11,developer,it,35243,on-site,2,17,93,0,19,0.15,average,210,15,1,6.3,0
48,male,bachelor's,single,5,analyst,hr,56934,remote,4,30,76,0,46,0.47,average,296,4,0,3.4,0
25,other,bachelor's,married,8,analyst,marketing,56796,on-site,2,14,96,0,39,0.88,excellent,171,18,18,3.5,0
43,female,master's,single,8,analyst,sales,106250,remote,4,29,92,0,5,0.23,average,265,13,10,6.2,0
47,female,bachelor's,single,10,manager,hr,109061,on-site,5,42,74,0,11,0.12,excellent,150,17,12,4.6,0
53,male,bachelor's,single,3,developer,it,36978,on-site,2,12,75,0,34,0.41,average,209,8,42,3.7,0
45,female,high school,married,6,developer,sales,102504,on-site,4,4,28,0,7,0.81,good,201,16,11,7.2,0
56,female,bachelor's,single,9,analyst,hr,127840,on-site,1,19,54,1,17,0.71,poor,270,14,41,1.6,0
58,female,master's,married,0,analyst,sales,141860,on-site,4,39,90,0,39,1.0,poor,246,11,46,2.2,0
53,male,bachelor's,divorced,9,developer,sales,88421,on-site,5,46,26,0,40,0.88,good,174,17,47,2.4,1
28,male,bachelor's,married,12,manager,hr,137621,on-site,2,17,12,0,15,0.17,average,172,17,13,4.4,0
54,male,high school,single,8,developer,marketing,60192,on-site,1,42,19,0,9,0.79,good,283,1,31,9.2,1
52,male,bachelor's,single,13,developer,sales,67399,remote,4,1,67,0,14,0.72,poor,232,9,34,9.3,0
33,male,bachelor's,married,0,developer,sales,126829,remote,2,11,74,0,7,0.2,good,264,8,27,5.3,0
32,male,high school,single,13,developer,hr,121936,on-site,5,19,16,0,14,0.78,average,198,5,12,1.2,0
45,male,bachelor's,divorced,8,developer,sales,102290,on-site,3,48,39,0,3,0.24,average,257,4,42,4.4,0
29,male,bachelor's,divorced,5,manager,sales,116823,hybrid,5,23,54,0,43,0.46,good,186,0,26,8.3,0
53,male,master's,married,9,developer,it,50636,on-site,5,8,13,0,30,0.28,excellent,167,8,43,2.7,0
59,female,high school,single,10,developer,sales,102711,hybrid,2,45,13,0,8,0.45,average,199,6,32,8.2,1
43,female,master's,divorced,6,developer,it,134906,remote,2,34,92,0,37,0.3,average,250,0,32,9.3,0
55,male,bachelor's,married,3,analyst,hr,31295,on-site,4,30,90,0,14,0.66,average,153,7,40,8.6,0
40,female,bachelor's,married,8,analyst,marketing,113834,hybrid,1,44,87,1,24,0.8,good,181,7,37,1.3,0
41,female,phd,single,11,developer,it,34512,on-site,5,46,99,0,0,0.02,good,164,0,8,8.2,0
35,female,high school,married,5,analyst,it,101999,on-site,2,28,2,0,26,0.4,average,205,2,25,8.0,0
54,male,bachelor's,divorced,11,developer,it,113198,on-site,2,28,4,0,40,0.15,good,234,2,4,3.1,0
31,male,bachelor's,single,5,developer,it,95162,remote,5,3,52,0,25,0.02,poor,195,3,33,6.1,0
37,female,bachelor's,married,11,developer,it,113100,on-site,4,39,76,0,10,0.98,poor,275,7,2,3.5,0
25,male,bachelor's,single,13,manager,hr,133728,on-site,2,49,53,1,43,0.67,good,175,9,28,4.2,0
48,male,high school,divorced,9,analyst,sales,74140,remote,3,13,4,0,49,0.45,good,288,6,17,1.1,0
49,male,bachelor's,married,5,manager,sales,60807,on-site,3,27,97,0,43,0.43,average,254,18,29,4.1,0
37,male,bachelor's,single,3,analyst,it,73713,on-site,1,32,70,0,20,0.84,average,237,7,14,2.2,1
54,other,master's,single,12,sales,sales,113972,on-site,4,39,8,0,47,0.57,poor,164,6,13,9.3,0
40,male,high school,married,6,analyst,it,86023,remote,5,7,33,0,45,0.75,average,243,11,42,3.6,0
42,female,bachelor's,single,13,developer,it,72420,hybrid,5,0,59,0,30,0.92,average,248,5,39,1.8,0
43,other,bachelor's,married,1,analyst,marketing,64347,remote,5,3,27,0,34,0.88,good,243,19,3,5.5,0
30,female,high school,single,1,developer,it,59934,on-site,3,28,57,0,32,0.09,average,215,0,24,8.2,0
30,male,bachelor's,single,12,analyst,it,92598,on-site,5,34,65,0,20,0.49,average,158,5,19,2.2,0
30,male,high school,married,10,analyst,it,125198,on-site,1,17,27,0,27,0.63,good,180,5,23,7.3,0
48,male,bachelor's,married,10,developer,marketing,44301,remote,3,37,44,0,6,0.46,average,186,3,22,7.2,1
38,male,master's,married,5,developer,it,48943,remote,2,43,3,0,27,0.29,good,271,19,44,6.1,1
29,female,master's,married,8,analyst,it,67445,on-site,4,49,87,0,28,0.92,average,236,2,24,3.3,0
37,male,bachelor's,married,2,manager,sales,77940,on-site,2,35,65,0,49,0.9,poor,212,1,19,4.1,0
39,female,master's,married,6,manager,it,89982,on-site,2,39,61,0,1,0.84,good,200,5,13,8.8,1
54,female,master's,single,8,developer,it,102090,remote,4,18,61,1,10,0.93,good,289,18,33,9.3,0
22,female,bachelor's,single,14,sales,it,131986,hybrid,4,48,37,0,2,0.74,average,207,7,32,3.0,0
33,female,phd,single,11,manager,hr,104293,on-site,5,20,58,1,9,0.39,average,276,15,16,1.8,0
27,male,bachelor's,married,8,developer,hr,88568,remote,5,15,32,0,44,0.5,average,167,15,45,2.2,0
26,male,bachelor's,married,2,manager,sales,118445,on-site,1,5,52,0,23,0.82,average,163,1,22,4.3,0
37,male,bachelor's,married,0,analyst,it,118854,on-site,4,25,23,0,21,0.91,average,188,7,15,4.1,0
39,male,master's,married,1,analyst,hr,74217,on-site,4,0,96,0,9,0.67,average,203,8,49,1.1,1
39,female,bachelor's,single,14,developer,sales,58304,on-site,2,17,97,1,22,0.58,average,289,19,29,7.6,0
22,male,high school,married,10,manager,it,43940,on-site,5,42,80,0,44,0.89,average,218,16,7,6.5,0
40,male,high school,single,7,developer,hr,72582,on-site,1,0,45,0,2,0.75,average,193,7,36,9.5,0
29,other,high school,married,6,analyst,sales,129629,remote,5,26,83,0,1,0.91,poor,156,13,1,1.3,0
24,male,bachelor's,married,0,developer,marketing,69526,on-site,4,18,83,0,20,0.88,average,200,7,3,4.9,0
46,female,master's,married,2,developer,hr,86622,on-site,1,34,86,0,7,0.33,poor,164,9,21,4.6,1
26,male,bachelor's,married,7,analyst,sales,113420,on-site,5,25,43,0,47,0.13,average,213,11,2,4.6,0
40,male,high school,married,6,developer,sales,69226,hybrid,2,14,62,0,16,0.7,average,217,15,27,1.7,1
39,female,master's,married,4,analyst,marketing,41878,on-site,5,5,68,1,16,0.93,excellent,224,15,45,9.7,0
52,female,bachelor's,single,2,analyst,sales,90844,on-site,5,30,93,0,48,0.91,average,266,13,11,4.8,0
54,male,bachelor's,single,6,manager,it,91805,hybrid,1,33,20,0,19,0.92,average,156,6,14,6.9,0
39,male,bachelor's,divorced,4,analyst,it,106861,on-site,1,48,37,0,39,0.87,average,203,7,27,6.1,1
37,male,master's,divorced,0,manager,sales,143610,on-site,3,45,16,0,5,0.44,average,237,14,28,7.6,0
37,male,bachelor's,married,4,analyst,hr,42940,on-site,4,16,78,0,22,0.94,average,211,7,32,1.7,1
59,male,high school,single,2,manager,it,127547,on-site,2,2,18,0,7,0.64,average,255,17,36,2.6,0
28,female,bachelor's,married,1,manager,sales,31537,on-site,5,42,26,0,33,0.83,average,173,0,36,8.2,0
35,male,master's,single,12,sales,marketing,134489,remote,1,19,60,0,28,0.3,good,161,15,0,8.1,0
46,male,bachelor's,single,2,developer,it,92645,on-site,5,1,17,0,16,0.5,good,296,8,49,7.4,0
53,female,high school,married,9,analyst,hr,82234,remote,5,36,86,0,43,0.12,good,265,16,21,4.1,0
59,male,high school,single,3,developer,hr,93727,on-site,5,8,51,0,25,0.15,poor,193,8,9,2.8,0
43,male,bachelor's,single,13,developer,it,75424,on-site,5,22,43,0,0,0.81,good,173,19,23,5.1,0
37,other,bachelor's,married,12,manager,it,123773,on-site,2,32,8,0,4,0.94,average,169,10,21,2.1,1
50,male,bachelor's,single,12,analyst,sales,93893,on-site,2,46,82,0,18,0.53,good,291,2,30,4.8,0
37,female,master's,divorced,0,sales,marketing,30212,on-site,2,38,38,0,12,0.49,poor,267,13,17,1.5,0
33,male,phd,divorced,3,developer,marketing,105884,hybrid,2,30,46,0,29,0.94,average,246,1,12,3.3,0
38,male,bachelor's,married,8,developer,it,46560,on-site,3,18,36,0,32,0.83,average,273,5,30,8.8,1
58,male,bachelor's,divorced,0,developer,it,48468,on-site,1,41,1,0,41,0.18,average,280,18,35,4.2,0
48,male,high school,married,10,developer,marketing,76883,on-site,4,3,94,0,21,0.04,good,247,9,4,8.0,0
46,male,master's,married,6,developer,sales,147720,on-site,4,46,95,0,3,0.95,average,164,13,41,7.7,0
34,male,bachelor's,married,7,developer,sales,62746,remote,1,33,80,0,25,0.54,average,249,1,19,2.3,0
29,female,high school,married,8,developer,it,35808,on-site,4,14,25,0,22,0.65,average,175,3,38,1.6,0
26,female,master's,married,6,manager,sales,59241,on-site,3,28,84,0,42,0.53,average,227,18,6,7.3,0
33,male,master's,married,12,developer,sales,102962,remote,1,42,82,0,19,0.74,average,277,1,7,1.8,1
24,female,high school,married,8,developer,hr,104689,on-site,4,49,78,0,37,0.9,good,286,14,7,2.2,0
56,female,high school,married,9,manager,sales,80138,on-site,5,5,60,1,2,0.99,excellent,182,17,46,4.7,0
54,female,bachelor's,married,12,analyst,sales,67024,remote,3,45,67,0,36,0.36,good,208,15,35,8.8,0
43,male,bachelor's,married,13,developer,sales,50478,on-site,4,40,8,0,43,0.52,good,254,6,22,1.4,1
30,female,master's,married,2,sales,it,49345,on-site,3,6,53,0,0,0.88,average,152,8,14,8.0,0
39,male,bachelor's,married,0,developer,it,105695,on-site,1,26,96,0,27,0.44,good,155,14,31,2.3,0
50,male,bachelor's,single,1,manager,sales,107898,remote,1,24,57,0,12,0.36,average,221,13,16,9.4,0
48,female,master's,married,13,analyst,it,80374,on-site,1,0,26,0,42,0.97,average,244,6,12,2.1,0
57,female,bachelor's,single,14,manager,marketing,142676,remote,4,8,2,0,13,0.73,good,265,18,36,6.4,0
38,female,bachelor's,divorced,9,developer,sales,76769,remote,2,21,65,0,45,0.51,average,198,8,40,7.2,1
55,female,bachelor's,married,12,developer,sales,69459,remote,3,21,64,0,24,0.8,poor,294,8,38,1.3,1
24,male,master's,married,0,developer,it,78922,hybrid,4,1,56,0,13,0.32,average,252,11,46,2.6,0
26,female,bachelor's,divorced,1,developer,it,115909,remote,3,5,3,0,34,0.59,average,161,2,26,6.5,0
35,male,bachelor's,married,8,manager,it,70222,on-site,5,48,51,0,45,0.71,poor,299,2,26,7.9,1
24,male,high school,single,4,manager,hr,92887,remote,1,28,82,0,32,0.72,average,288,7,16,3.6,0
44,female,master's,married,3,sales,it,138981,remote,1,0,64,0,8,0.2,average,171,2,22,8.9,0
51,male,bachelor's,single,1,developer,it,35951,on-site,2,16,99,0,40,0.99,poor,238,7,31,5.2,0
44,female,bachelor's,single,2,analyst,it,108533,remote,1,46,14,0,5,0.75,poor,153,15,33,5.3,0
48,male,phd,married,14,analyst,hr,144421,on-site,5,31,41,0,2,0.74,average,231,2,44,8.0,0
31,female,master's,married,8,developer,hr,47780,remote,3,43,64,0,39,0.59,poor,272,15,29,8.7,0
46,male,phd,married,13,developer,hr,97380,remote,4,36,55,0,37,0.34,good,164,7,16,4.6,0
34,male,high school,married,12,analyst,it,91237,remote,1,37,85,1,40,0.49,excellent,190,3,21,2.3,0
37,female,master's,single,12,analyst,marketing,102629,remote,4,3,76,0,2,0.43,average,247,11,18,7.7,0
55,male,bachelor's,married,13,developer,hr,134672,remote,2,4,75,0,14,0.11,average,270,9,40,4.1,0
58,female,high school,single,2,analyst,it,52470,on-site,1,49,81,0,44,0.92,good,299,4,42,5.9,0
43,female,bachelor's,single,7,sales,it,91317,remote,2,22,1,0,27,0.51,good,217,17,34,2.9,0
38,female,bachelor's,married,11,analyst,it,147567,hybrid,3,41,44,0,35,0.04,average,253,5,3,2.3,1
44,female,high school,single,0,developer,it,59365,remote,3,16,62,0,46,0.42,average,203,9,43,1.2,0
57,male,bachelor's,single,11,developer,sales,125808,remote,5,33,46,1,0,0.42,good,156,6,31,4.2,0
30,female,master's,single,14,analyst,marketing,72981,hybrid,1,23,70,0,30,0.09,average,172,12,11,9.4,1
23,male,bachelor's,married,4,analyst,it,48601,on-site,4,41,82,0,36,0.2,good,190,0,44,6.6,0
53,male,bachelor's,married,1,developer,sales,91439,on-site,1,49,33,0,13,0.08,poor,210,8,23,5.6,1
43,male,bachelor's,divorced,3,manager,marketing,128027,hybrid,3,48,0,0,30,0.16,average,288,7,23,1.8,0
34,female,master's,married,1,analyst,it,123770,remote,2,47,58,0,41,0.11,poor,263,13,0,1.9,1
29,female,high school,married,2,analyst,it,127755,on-site,5,33,97,0,49,0.9,good,292,1,48,6.5,1
22,female,bachelor's,single,4,manager,hr,62679,on-site,4,34,81,0,20,0.78,excellent,249,12,37,6.8,1
38,female,bachelor's,single,1,sales,sales,140606,remote,2,5,46,0,30,0.87,average,226,11,10,9.2,0
33,female,master's,married,8,developer,it,32333,remote,4,37,4,1,0,0.14,good,296,10,13,4.0,0
25,female,high school,married,7,manager,hr,98630,on-site,5,2,77,0,25,0.67,poor,228,10,3,5.0,0
34,male,bachelor's,married,4,sales,sales,116795,on-site,5,45,28,0,14,0.9,average,195,3,6,8.0,0
52,female,bachelor's,single,10,analyst,sales,57126,remote,4,15,52,0,2,0.95,good,255,19,28,7.2,0
28,female,master's,single,0,analyst,hr,120715,hybrid,3,28,87,0,13,0.06,good,166,11,22,2.8,0
44,male,bachelor's,single,4,manager,hr,137358,remote,2,9,10,0,27,0.38,excellent,215,0,16,6.2,0
45,female,bachelor's,married,3,developer,sales,58317,remote,2,28,90,0,43,0.36,good,155,17,36,9.0,0
26,male,high school,single,14,developer,sales,120234,on-site,1,30,21,1,6,0.19,average,223,18,8,3.2,0
26,female,phd,married,13,manager,it,36758,on-site,2,2,44,0,45,0.15,good,299,12,0,5.4,0
38,female,bachelor's,single,12,manager,hr,64063,on-site,3,38,74,0,30,0.37,average,256,14,30,7.2,0
51,female,bachelor's,married,8,developer,it,55757,on-site,3,45,61,0,35,0.71,good,168,19,21,9.6,1
30,female,bachelor's,single,1,developer,marketing,65395,on-site,4,21,20,0,44,0.73,good,180,17,2,3.7,0
27,female,bachelor's,single,6,developer,it,135760,on-site,1,46,53,0,45,0.58,poor,153,2,29,8.0,1
46,female,bachelor's,single,1,analyst,it,145552,on-site,2,0,35,0,7,0.79,good,291,2,7,9.8,0
40,male,bachelor's,single,12,developer,it,142283,hybrid,2,30,67,0,49,0.7,good,202,8,40,3.2,1
37,male,phd,single,12,developer,marketing,143108,on-site,5,4,16,0,36,0.8,good,264,3,45,6.7,0
42,female,bachelor's,married,10,developer,sales,97278,on-site,4,26,1,0,42,0.97,good,187,2,15,7.3,0
23,female,master's,single,11,analyst,hr,101193,on-site,1,37,19,0,8,0.58,average,271,14,9,8.7,1
31,female,high school,single,2,manager,marketing,119724,on-site,3,19,54,1,32,0.77,average,274,9,17,8.4,0
37,male,master's,married,13,developer,marketing,67389,remote,2,0,10,0,30,0.83,good,282,6,15,6.1,0
58,female,bachelor's,married,2,developer,hr,84968,on-site,2,42,97,0,37,0.91,good,158,13,42,4.5,1
36,female,bachelor's,single,9,manager,hr,117694,remote,5,22,65,0,29,0.55,good,281,0,4,3.0,0
34,male,bachelor's,married,7,analyst,marketing,32063,remote,5,3,44,0,39,0.92,average,265,15,3,8.8,1
34,female,master's,married,1,analyst,it,130644,remote,2,29,51,0,0,0.54,good,226,13,9,9.4,0
53,female,master's,single,0,analyst,hr,60970,on-site,2,3,24,0,35,0.69,poor,264,17,34,1.7,0
29,female,bachelor's,married,5,analyst,sales,126010,remote,5,6,12,0,44,0.35,average,255,13,24,8.5,0
39,other,bachelor's,single,5,analyst,sales,59450,on-site,3,27,16,0,11,0.99,poor,157,0,11,3.5,0
57,male,high school,single,10,analyst,it,99792,remote,2,40,31,0,23,0.22,average,163,10,7,8.5,0
47,female,bachelor's,divorced,14,analyst,it,66097,remote,4,30,55,0,23,0.26,average,177,10,33,1.3,0
31,female,bachelor's,single,0,developer,sales,86864,remote,2,16,46,0,29,0.25,average,236,10,0,8.8,0
52,male,bachelor's,single,4,manager,it,139630,on-site,4,13,13,0,35,0.42,good,202,5,16,2.4,0
54,female,bachelor's,divorced,8,developer,marketing,117938,on-site,5,18,58,0,30,0.77,poor,227,12,16,9.0,0
50,female,master's,married,9,manager,it,87683,on-site,3,6,20,0,46,0.98,average,223,3,43,5.4,0
26,male,master's,married,10,analyst,hr,46153,on-site,1,46,32,0,26,0.62,poor,216,4,36,8.1,0
34,male,bachelor's,married,9,developer,hr,79953,remote,1,22,58,0,41,0.62,poor,215,5,3,8.5,1
22,male,master's,married,4,developer,it,82301,on-site,1,1,15,0,6,0.53,average,260,13,7,4.6,1
44,female,high school,married,11,developer,it,103139,remote,5,11,85,0,30,0.9,poor,231,8,9,8.4,1
24,female,master's,single,6,manager,it,108684,on-site,5,47,10,0,27,0.33,good,282,12,24,7.6,0
24,male,high school,married,5,developer,sales,145649,remote,2,42,92,1,0,0.19,average,244,19,25,2.4,0
28,male,master's,single,10,analyst,hr,103969,on-site,3,10,89,0,24,0.23,excellent,286,4,36,1.4,0
57,male,bachelor's,single,9,developer,hr,90359,remote,3,28,20,0,8,0.86,good,165,0,15,8.7,0
56,female,bachelor's,married,3,analyst,it,81098,remote,2,34,18,0,36,0.17,good,173,13,11,8.5,0
36,female,bachelor's,married,12,developer,it,64247,on-site,3,27,38,0,40,0.5,good,264,5,34,7.5,0
24,female,high school,single,11,developer,hr,92278,remote,3,31,14,0,14,0.32,good,293,7,36,8.8,1
50,female,bachelor's,single,1,developer,it,78330,remote,2,6,51,0,35,0.18,good,181,0,11,7.5,0
51,female,bachelor's,married,9,sales,it,114339,remote,5,16,30,0,36,0.57,poor,202,10,34,6.9,0
39,male,master's,married,12,sales,hr,92694,remote,1,1,41,0,23,0.86,good,282,17,4,4.5,0
32,female,bachelor's,married,4,developer,hr,38797,remote,2,21,61,0,17,0.32,good,269,9,16,4.2,0
59,female,bachelor's,married,11,developer,it,62757,on-site,2,27,58,0,40,0.12,average,196,5,25,2.8,0
22,female,bachelor's,divorced,11,manager,it,110358,on-site,1,1,48,0,30,0.62,poor,276,12,26,7.8,0
50,female,bachelor's,married,13,manager,sales,35296,hybrid,1,27,30,0,26,0.74,good,171,12,8,2.6,0
31,female,bachelor's,married,13,developer,sales,121438,remote,4,19,49,0,17,0.56,good,199,9,3,5.7,0
49,female,master's,married,9,sales,it,94148,on-site,4,10,26,0,15,0.12,average,288,16,25,4.6,0
52,female,bachelor's,married,12,developer,it,31940,on-site,4,44,6,0,6,0.0,poor,241,13,33,5.8,1
40,other,high school,married,8,analyst,sales,33270,remote,5,20,72,0,35,0.09,excellent,167,15,33,7.7,0
24,female,bachelor's,married,12,developer,marketing,55811,remote,2,17,77,0,17,0.92,poor,168,16,30,8.7,0
57,male,bachelor's,single,2,manager,it,41580,hybrid,4,30,93,0,6,0.58,good,207,12,14,3.5,0
36,male,bachelor's,married,2,analyst,sales,135840,on-site,5,2,62,0,37,0.37,excellent,171,16,15,2.0,0
54,female,bachelor's,married,12,analyst,hr,107554,on-site,1,35,0,0,46,0.18,average,284,19,30,7.8,0
47,male,phd,married,11,manager,it,122045,on-site,4,40,16,0,0,0.7,poor,176,13,47,6.3,0
37,male,bachelor's,single,10,analyst,sales,86211,remote,2,41,64,0,35,0.76,good,151,9,43,8.1,0
57,male,bachelor's,single,6,developer,hr,121652,hybrid,3,18,60,0,45,0.81,poor,297,13,32,7.6,0
54,female,high school,married,13,developer,it,83406,on-site,5,47,17,0,22,0.02,average,226,2,31,8.1,0
41,female,master's,married,9,manager,it,95213,on-site,5,6,44,0,44,0.77,good,298,19,44,7.5,0
34,male,master's,married,1,analyst,sales,132967,on-site,1,29,87,0,6,0.16,average,191,5,9,3.6,0
54,male,high school,single,7,developer,sales,144103,remote,1,10,44,0,4,0.8,average,212,9,28,3.3,1
26,female,master's,married,14,sales,it,125627,on-site,1,10,81,0,25,0.15,average,153,13,49,7.1,0
58,male,bachelor's,single,6,developer,sales,79345,remote,4,16,19,0,11,0.24,average,286,9,1,4.5,0
35,male,bachelor's,married,7,manager,it,57161,on-site,1,31,57,0,3,0.78,average,250,0,23,7.2,0
48,female,master's,married,9,analyst,sales,84339,on-site,3,3,91,0,20,0.63,average,162,4,23,4.2,0
44,female,master's,married,5,analyst,marketing,94029,remote,5,5,49,0,48,0.03,average,255,16,8,8.7,1
35,male,master's,married,4,analyst,it,31505,on-site,5,29,37,0,39,0.17,poor,282,13,37,8.9,0
25,female,master's,single,10,developer,it,45332,on-site,1,42,12,0,11,0.23,poor,270,7,32,9.9,1
40,male,phd,married,3,manager,sales,117315,hybrid,2,40,39,0,41,0.84,poor,164,7,4,8.3,0
25,female,high school,married,13,sales,sales,106481,on-site,5,45,49,0,47,0.61,average,280,5,10,5.4,0
51,male,bachelor's,single,7,developer,hr,88988,remote,4,12,64,0,7,0.18,poor,173,9,10,9.4,1
40,male,bachelor's,divorced,13,analyst,sales,60114,on-site,2,0,75,0,30,0.26,average,260,14,44,1.4,0
52,female,master's,married,1,developer,marketing,74366,on-site,2,10,32,0,23,0.45,average,297,16,37,1.5,0
52,female,bachelor's,single,14,developer,hr,69730,on-site,3,15,63,0,24,0.08,average,159,13,44,2.0,1
30,male,high school,married,5,developer,it,79903,on-site,1,44,43,0,46,0.41,average,213,14,40,5.9,0
34,male,master's,single,13,developer,hr,75325,on-site,4,48,36,0,34,0.79,good,272,5,12,8.3,0
35,female,phd,married,11,analyst,sales,143974,remote,2,41,11,0,3,0.4,average,176,10,32,6.9,0
31,female,bachelor's,married,13,developer,it,82131,on-site,2,24,84,0,4,0.79,poor,201,0,3,8.5,1
52,male,bachelor's,single,9,manager,it,140448,on-site,1,45,65,0,4,0.62,poor,295,7,34,5.1,0
58,female,high school,married,5,analyst,it,47204,on-site,4,1,5,0,15,0.4,average,198,12,5,8.6,0
44,male,bachelor's,married,4,developer,it,117733,remote,1,26,63,0,30,0.89,average,208,19,1,8.6,0
48,female,bachelor's,divorced,1,manager,sales,39205,remote,4,47,1,1,15,0.44,average,280,18,40,3.1,0
27,male,master's,single,4,manager,it,40686,remote,1,19,86,0,41,0.73,poor,165,5,2,9.4,1
47,male,high school,married,14,manager,sales,114701,on-site,1,29,98,0,36,0.8,poor,168,13,11,4.5,0
23,male,bachelor's,married,2,analyst,it,83227,on-site,1,16,49,0,44,0.92,good,262,7,44,9.1,0
34,male,bachelor's,single,6,developer,marketing,133578,on-site,3,24,63,0,45,0.28,average,210,10,1,5.4,0
40,male,bachelor's,single,6,sales,hr,120625,on-site,1,43,16,0,41,0.2,poor,294,18,27,1.3,1
22,male,bachelor's,married,7,analyst,it,77572,remote,2,15,68,0,17,0.45,average,238,0,43,1.7,0
53,male,master's,married,10,manager,sales,44195,on-site,3,20,9,0,16,0.88,average,185,13,4,2.7,0
43,male,master's,married,11,analyst,hr,141693,on-site,1,17,74,1,3,0.33,average,176,14,8,1.3,0
50,female,bachelor's,divorced,13,manager,sales,70404,on-site,4,9,39,0,32,0.27,average,198,6,21,2.8,0
23,male,master's,single,9,manager,marketing,123462,on-site,5,45,30,0,6,0.04,good,243,8,11,2.2,0
59,female,bachelor's,married,10,developer,hr,118738,remote,3,5,66,0,26,0.7,poor,254,9,2,9.3,0
32,male,bachelor's,married,13,developer,sales,104045,remote,4,16,86,1,27,0.7,poor,244,11,4,9.9,1
38,male,high school,married,8,developer,it,99959,on-site,3,11,30,0,10,0.83,average,250,13,48,9.4,0
29,female,bachelor's,single,0,manager,sales,64874,hybrid,4,41,48,0,42,0.5,good,255,2,12,6.2,0
43,female,high school,married,3,manager,it,105723,on-site,2,32,96,0,49,0.89,good,175,8,30,8.8,0
25,male,bachelor's,married,5,analyst,sales,136175,hybrid,4,35,22,0,49,0.09,good,241,4,2,1.3,0
32,male,bachelor's,married,6,analyst,it,50315,on-site,2,29,23,0,40,0.56,good,229,19,17,9.8,0
29,female,bachelor's,married,10,developer,it,129240,on-site,4,22,63,0,49,0.48,average,246,10,15,1.1,0
30,female,high school,single,4,analyst,marketing,123088,on-site,3,2,53,0,15,0.9,good,229,16,1,4.7,0
47,other,bachelor's,married,5,manager,it,140816,hybrid,5,8,80,0,17,0.91,poor,259,7,10,2.9,0
23,male,bachelor's,married,0,analyst,it,144312,on-site,3,2,71,0,18,0.98,poor,155,0,23,5.4,0
37,male,bachelor's,divorced,13,sales,hr,34477,remote,2,45,97,0,13,0.35,good,258,11,28,9.3,0
52,female,bachelor's,single,10,developer,marketing,32382,on-site,4,8,60,0,11,0.38,good,245,18,45,2.5,0
27,female,master's,single,4,developer,sales,66681,hybrid,4,18,14,0,43,0.19,average,184,8,41,3.9,0
42,female,high school,single,1,analyst,it,72288,on-site,4,21,79,0,41,0.74,good,181,4,41,3.1,0
